;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
668;st_step 31271_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-09 15:03:14+02:00;EMPLOYEE;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; request for payment, employee; rejected;; employee;, STAFF MEMBER
669;st_step 31267_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-09 15:34:26+02:00;EMPLOYEE;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; request for payment, employee; submitted;; employee;, STAFF MEMBER
670;st_step 31266_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-09 15:34:29+02:00;ADMINISTRATION;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; request for payment; approved;; administration, administration;, STAFF MEMBER
671;st_step 31268_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-12 09:24:05+02:00;BUDGET OWNER;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
672;st_step 31265_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-19 05:15:20+02:00;SUPERVISOR;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
673;rp_request for payment 31254_15;SYSTEM;Request Payment;2018-05-04 14:36:25+02:00;UNDEFINED;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; payment; request;;;, SYSTEM
674;rp_request for payment 31254_16;SYSTEM;Payment Handled;2018-05-07 17:31:15+02:00;UNDEFINED;travel permit number 31253;task 31256;organizational unit 65454;299.41485286071986;activity 505;task 427;budget 1469;project 3062;project 503;request for payment 31254;organizational unit 65460;1370.560946193436;0;travel permit 31252;UNKNOWN;request for payment number 31255; payment; handled;;;, SYSTEM
675;st_step 55560_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-22 14:54:47+01:00;EMPLOYEE;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
676;st_step 55562_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-01-22 14:54:50+01:00;ADMINISTRATION;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
677;st_step 55561_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-01-22 15:21:13+01:00;SUPERVISOR;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
678;st_step 55564_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-09 10:57:47+01:00;EMPLOYEE;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
679;st_step 55563_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-09 10:58:18+01:00;ADMINISTRATION;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; request for payment; approved;; administration, administration;, STAFF MEMBER
680;st_step 55566_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-02-09 11:54:10+01:00;SUPERVISOR;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
681;st_step 55565_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-14 12:56:56+01:00;EMPLOYEE;travel permit number 55556;task 55559;organizational unit 65458;364.8937042709268;activity 505;task 427;budget 698;project 55557;project 503;request for payment 55558;organizational unit 65458;1314.2357992808804;0;travel permit 55555;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
682;st_step 22404_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-22 16:19:44+01:00;EMPLOYEE;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; permit, employee; submitted;; employee;, STAFF MEMBER
683;st_step 22405_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-01-22 16:19:52+01:00;ADMINISTRATION;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; permit; approved;; administration, administration;, STAFF MEMBER
684;st_step 22406_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-01-23 11:34:34+01:00;SUPERVISOR;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
685;st_step 22412_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-19 14:02:43+01:00;EMPLOYEE;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment, employee; submitted;; employee;, STAFF MEMBER
686;st_step 22411_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-02-22 09:42:13+01:00;ADMINISTRATION;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment; rejected;; administration, administration;, STAFF MEMBER
687;st_step 22410_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-23 15:37:10+01:00;EMPLOYEE;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment, employee; rejected;; employee;, STAFF MEMBER
688;st_step 22408_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-23 16:26:00+01:00;EMPLOYEE;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment, employee; submitted;; employee;, STAFF MEMBER
689;st_step 22409_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-23 16:26:12+01:00;ADMINISTRATION;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment; approved;; administration, administration;, STAFF MEMBER
690;st_step 22407_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-02-26 15:28:41+01:00;SUPERVISOR;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
691;rp_request for payment 22400_15;SYSTEM;Request Payment;2018-02-27 07:53:05+01:00;UNDEFINED;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; payment; request;;;, SYSTEM
692;rp_request for payment 22400_16;SYSTEM;Payment Handled;2018-03-01 17:31:26+01:00;UNDEFINED;travel permit number 22399;task 885;organizational unit 65465;454.1633181803962;activity 505;task 427;budget 871;project 872;project 503;request for payment 22400;organizational unit 65464;1786.0355209341424;0;travel permit 22398;UNKNOWN;request for payment number 22401; payment; handled;;;, SYSTEM
693;st_step 6331_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-22 16:30:48+01:00;EMPLOYEE;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit, employee; submitted;; employee;, STAFF MEMBER
694;st_step 6330_0;STAFF MEMBER;Permit REJECTED by ADMINISTRATION;2018-01-22 16:30:51+01:00;ADMINISTRATION;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit; rejected;; administration, administration;, STAFF MEMBER
695;st_step 6332_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-02-19 12:20:08+01:00;EMPLOYEE;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit, employee; rejected;; employee;, STAFF MEMBER
696;st_step 6327_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-02-20 15:00:06+01:00;EMPLOYEE;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit, employee; submitted;; employee;, STAFF MEMBER
697;st_step 6326_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-02-20 15:00:08+01:00;ADMINISTRATION;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit; approved;; administration, administration;, STAFF MEMBER
698;st_step 6325_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-02-22 15:49:36+01:00;BUDGET OWNER;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit; approved;; budget owner, budget owner;, STAFF MEMBER
699;st_step 6329_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2018-02-26 12:15:07+01:00;SUPERVISOR;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit; approved;; supervisor, supervisor;, STAFF MEMBER
700;st_step 6328_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2018-02-27 11:53:34+01:00;DIRECTOR;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; permit; approved; final; director, director;, STAFF MEMBER
701;st_step 6334_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-02 08:13:48+01:00;EMPLOYEE;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; request for payment, employee; submitted;; employee;, STAFF MEMBER
702;st_step 6335_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-02 08:14:13+01:00;ADMINISTRATION;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; request for payment; approved;; administration, administration;, STAFF MEMBER
703;st_step 6333_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-03-02 15:31:52+01:00;BUDGET OWNER;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
704;st_step 6336_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-03-04 17:51:06+01:00;SUPERVISOR;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
705;rp_request for payment 6319_15;SYSTEM;Request Payment;2018-03-07 18:27:12+01:00;UNDEFINED;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; payment; request;;;, SYSTEM
706;rp_request for payment 6319_16;SYSTEM;Payment Handled;2018-03-12 17:31:16+01:00;UNDEFINED;travel permit number 6318;UNKNOWN;organizational unit 65458;1730.500631157379;UNKNOWN;UNKNOWN;budget 922;UNKNOWN;project 503;request for payment 6319;organizational unit 65458;5664.166851418058;0;travel permit 6317;UNKNOWN;request for payment number 6320; payment; handled;;;, SYSTEM
