;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
278;st_step 158082_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-22 15:22:08+01:00;ADMINISTRATION;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; approved;; administration, administration;, STAFF MEMBER
279;st_step 158080_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-01-22 15:57:37+01:00;BUDGET OWNER;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
280;st_step 158081_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-01-23 08:49:19+01:00;SUPERVISOR;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
281;st_step 158083_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-23 10:32:06+01:00;EMPLOYEE;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment, employee; rejected;; employee;, STAFF MEMBER
282;st_step 158077_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-23 15:38:13+01:00;EMPLOYEE;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment, employee; submitted;; employee;, STAFF MEMBER
283;st_step 158079_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-23 15:38:52+01:00;ADMINISTRATION;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; approved;; administration, administration;, STAFF MEMBER
284;st_step 158078_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-01-23 16:12:18+01:00;BUDGET OWNER;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
285;st_step 158076_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-01-25 12:07:07+01:00;SUPERVISOR;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
286;rp_request for payment 158073_15;SYSTEM;Request Payment;2018-01-26 15:44:21+01:00;UNDEFINED;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; payment; request;;;, SYSTEM
287;rp_request for payment 158073_16;SYSTEM;Payment Handled;2018-01-29 17:31:11+01:00;UNDEFINED;project 503;task 158075;request for payment 158073;organizational unit 65461;0;233.51321213794196;activity 505;request for payment number 158074; payment; handled;;;, SYSTEM
288;st_step 158315_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-17 18:04:28+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment, employee; submitted;; employee;, STAFF MEMBER
289;st_step 158316_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-01-17 18:04:31+01:00;ADMINISTRATION;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment; rejected;; administration, administration;, STAFF MEMBER
290;st_step 158317_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-18 15:18:29+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment, employee; rejected;; employee;, STAFF MEMBER
291;st_step 158312_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-22 14:23:05+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment, employee; submitted;; employee;, STAFF MEMBER
292;st_step 158313_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-01-22 14:23:09+01:00;ADMINISTRATION;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment; rejected;; administration, administration;, STAFF MEMBER
293;st_step 158314_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-22 14:27:58+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment, employee; rejected;; employee;, STAFF MEMBER
294;st_step 158310_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-22 14:30:46+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment, employee; submitted;; employee;, STAFF MEMBER
295;st_step 158308_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-22 14:30:53+01:00;ADMINISTRATION;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment; approved;; administration, administration;, STAFF MEMBER
296;st_step 158311_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-01-22 14:48:21+01:00;BUDGET OWNER;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
297;st_step 158309_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-01-25 20:37:43+01:00;SUPERVISOR;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
298;rp_request for payment 158306_15;SYSTEM;Request Payment;2018-01-26 15:03:34+01:00;UNDEFINED;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; payment; request;;;, SYSTEM
299;rp_request for payment 158306_16;SYSTEM;Payment Handled;2018-01-29 17:31:11+01:00;UNDEFINED;project 147690;UNKNOWN;request for payment 158306;organizational unit 65458;0;2516.393174302879;UNKNOWN;request for payment number 158307; payment; handled;;;, SYSTEM
300;st_step 155568_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-18 12:20:59+01:00;EMPLOYEE;project 147556;UNKNOWN;request for payment 155565;organizational unit 65468;0;59.15815736542993;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
301;st_step 155566_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-18 12:25:37+01:00;ADMINISTRATION;project 147556;UNKNOWN;request for payment 155565;organizational unit 65468;0;59.15815736542993;UNKNOWN;UNKNOWN; request for payment; approved;; administration, administration;, STAFF MEMBER
302;st_step 155570_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-01-22 11:28:46+01:00;BUDGET OWNER;project 147556;UNKNOWN;request for payment 155565;organizational unit 65468;0;59.15815736542993;UNKNOWN;UNKNOWN; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
303;st_step 155569_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-01-23 11:51:17+01:00;SUPERVISOR;project 147556;UNKNOWN;request for payment 155565;organizational unit 65468;0;59.15815736542993;UNKNOWN;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
304;st_step 155567_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-29 09:18:45+01:00;EMPLOYEE;project 147556;UNKNOWN;request for payment 155565;organizational unit 65468;0;59.15815736542993;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
305;st_step 158101_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-18 14:04:32+01:00;EMPLOYEE;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; request for payment, employee; submitted;; employee;, STAFF MEMBER
306;st_step 158102_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-18 14:06:02+01:00;ADMINISTRATION;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; request for payment; approved;; administration, administration;, STAFF MEMBER
307;st_step 158104_0;STAFF MEMBER;Request For Payment APPROVED by SUPERVISOR;2018-01-18 15:56:26+01:00;SUPERVISOR;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; request for payment; approved;; supervisor, supervisor;, STAFF MEMBER
308;st_step 158103_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by DIRECTOR;2018-01-22 10:38:40+01:00;DIRECTOR;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; request for payment; approved; final; director, director;, STAFF MEMBER
309;rp_request for payment 158098_15;SYSTEM;Request Payment;2018-01-25 10:44:52+01:00;UNDEFINED;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; payment; request;;;, SYSTEM
310;rp_request for payment 158098_16;SYSTEM;Payment Handled;2018-01-29 17:31:11+01:00;UNDEFINED;project 503;task 158100;request for payment 158098;organizational unit 65465;0;1985.746663886563;activity 505;request for payment number 158099; payment; handled;;;, SYSTEM
311;st_step 158331_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-18 15:27:54+01:00;EMPLOYEE;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment, employee; submitted;; employee;, STAFF MEMBER
312;st_step 158332_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-18 15:28:35+01:00;ADMINISTRATION;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment; approved;; administration, administration;, STAFF MEMBER
313;st_step 158333_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-01-23 16:24:45+01:00;SUPERVISOR;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
314;st_step 158330_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-24 08:46:38+01:00;EMPLOYEE;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment, employee; rejected;; employee;, STAFF MEMBER
315;st_step 158328_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-24 10:42:22+01:00;EMPLOYEE;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment, employee; submitted;; employee;, STAFF MEMBER
316;st_step 158327_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-24 10:43:25+01:00;ADMINISTRATION;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment; approved;; administration, administration;, STAFF MEMBER
317;st_step 158329_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-01-24 11:14:46+01:00;BUDGET OWNER;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
318;st_step 158326_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-01-25 12:06:27+01:00;SUPERVISOR;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
319;rp_request for payment 158324_15;SYSTEM;Request Payment;2018-01-26 09:54:58+01:00;UNDEFINED;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; payment; request;;;, SYSTEM
320;rp_request for payment 158324_16;SYSTEM;Payment Handled;2018-01-29 17:31:11+01:00;UNDEFINED;project 148052;task 11489;request for payment 158324;organizational unit 65461;0;175.64259248645004;activity 505;request for payment number 158325; payment; handled;;;, SYSTEM
321;st_step 158552_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-19 13:18:05+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 158548;organizational unit 65462;0;143.0200194800136;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
322;st_step 158553_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-01-19 13:18:09+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 158548;organizational unit 65462;0;143.0200194800136;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
323;st_step 158554_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-23 16:25:33+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 158548;organizational unit 65462;0;143.0200194800136;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
324;st_step 158549_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-21 23:17:51+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 158548;organizational unit 65462;0;143.0200194800136;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
325;st_step 158550_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-03-21 23:17:54+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 158548;organizational unit 65462;0;143.0200194800136;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
