;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
591;143.0;44;NIL;Create Fine;A;0.0;complete;2006-07-24 00:00:00+02:00;20.0;0.0;C19089;;;;;; fine; create;, complete;;, 44;
592;;;;Send Fine;;;complete;2006-07-24 00:00:00+02:00;;;C19089;0.0;;;;; fine; send;, complete;;, nan;
593;;;;Insert Fine Notification;;;complete;2006-07-24 00:00:00+02:00;;;C19089;;P;C;;; fine notification; insert;, complete;;, nan;
594;286.5;;;Add penalty;;;complete;2006-09-22 00:00:00+02:00;;;C19089;;;;;; penalty; add;, complete;;, nan;
595;;;;Payment;;40.0;complete;2007-06-23 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
596;;;;Payment;;80.0;complete;2007-07-27 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
597;;;;Payment;;120.0;complete;2007-08-24 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
598;;;;Payment;;160.0;complete;2007-09-21 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
599;;;;Payment;;200.0;complete;2007-10-27 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
600;;;;Payment;;240.0;complete;2008-01-25 00:00:00+01:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
601;;;;Payment;;280.0;complete;2008-08-04 00:00:00+02:00;;;C19089;;;;40.0;;; payment;, complete;;, nan;
602;;;;Payment;;286.5;complete;2008-10-14 00:00:00+02:00;;;C19089;;;;6.5;;; payment;, complete;;, nan;
603;716.0;40;NIL;Create Fine;C;0.0;complete;2006-09-16 00:00:00+02:00;193.0;0.0;C19108;;;;;; fine; create;, complete;;, 40;
604;;;;Send Fine;;;complete;2006-10-05 00:00:00+02:00;;;C19108;0.0;;;;; fine; send;, complete;;, nan;
605;;;;Insert Fine Notification;;;complete;2006-10-05 00:00:00+02:00;;;C19108;;P;;;; fine notification; insert;, complete;;, nan;
606;;0;NIL;Appeal to Judge;;;complete;2006-10-10 00:00:00+02:00;;;C19108;;;;;0.0;; appeal;, complete;;, 0; judge
607;1433.5;;;Add penalty;;;complete;2006-12-04 00:00:00+01:00;;;C19108;;;;;; penalty; add;, complete;;, nan;
608;;;;Payment;;50.0;complete;2007-06-05 00:00:00+02:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
609;;;;Payment;;100.0;complete;2007-07-09 00:00:00+02:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
610;;;;Payment;;150.0;complete;2007-08-09 00:00:00+02:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
611;;;;Payment;;200.0;complete;2007-09-13 00:00:00+02:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
612;;;;Payment;;250.0;complete;2007-10-06 00:00:00+02:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
613;;;;Payment;;300.0;complete;2007-11-15 00:00:00+01:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
614;;;;Payment;;350.0;complete;2008-01-09 00:00:00+01:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
615;;;;Payment;;450.0;complete;2008-02-09 00:00:00+01:00;;;C19108;;;;100.0;;; payment;, complete;;, nan;
616;;;;Payment;;500.0;complete;2008-03-13 00:00:00+01:00;;;C19108;;;;50.0;;; payment;, complete;;, nan;
617;;;;Payment;;650.0;complete;2008-06-26 00:00:00+02:00;;;C19108;;;;150.0;;; payment;, complete;;, nan;
618;;;;Payment;;716.0;complete;2008-08-26 00:00:00+02:00;;;C19108;;;;66.0;;; payment;, complete;;, nan;
619;357.0;56;NIL;Create Fine;A;0.0;complete;2006-09-06 00:00:00+02:00;23.0;0.0;C19128;;;;;; fine; create;, complete;;, 56;
620;;;;Send Fine;;;complete;2006-09-06 00:00:00+02:00;;;C19128;22.0;;;;; fine; send;, complete;;, nan;
621;;;;Insert Fine Notification;;;complete;2006-09-06 00:00:00+02:00;;;C19128;;P;C;;; fine notification; insert;, complete;;, nan;
622;;;;Insert Date Appeal to Prefecture;;;complete;2006-09-11 00:00:00+02:00;;;C19128;;;;;; date appeal; insert;, complete;;, nan; prefecture
623;;;NIL;Send Appeal to Prefecture;;;complete;2006-10-16 00:00:00+02:00;;;C19128;;;;;; appeal; send;, complete;;, nan; prefecture
624;716.5;;;Add penalty;;;complete;2006-11-05 00:00:00+01:00;;;C19128;;;;;; penalty; add;, complete;;, nan;
625;;;;Receive Result Appeal from Prefecture;;;complete;2006-11-23 00:00:00+01:00;;;C19128;;;;;; result appeal; receive;, complete; prefecture;, nan;
626;0.0;30;NIL;Create Fine;A;0.0;complete;2010-01-09 00:00:00+01:00;192.0;3.0;C20123;;;;;; fine; create;, complete;;, 30;
627;;;;Send Fine;;;complete;2010-01-09 00:00:00+01:00;;;C20123;26.0;;;;; fine; send;, complete;;, nan;
628;;;;Insert Fine Notification;;;complete;2010-01-09 00:00:00+01:00;;;C20123;;P;C;;; fine notification; insert;, complete;;, nan;
629;0.0;;;Add penalty;;;complete;2010-03-10 00:00:00+01:00;;;C20123;;;;;; penalty; add;, complete;;, nan;
630;;0;NIL;Appeal to Judge;;;complete;2010-03-10 00:00:00+01:00;;;C20123;;;;;0.0;; appeal;, complete;;, 0; judge
631;;;;Receive Result Appeal from Prefecture;;;complete;2011-07-26 00:00:00+02:00;;;C20123;;;;;; result appeal; receive;, complete; prefecture;, nan;
632;779.0;57;NIL;Create Fine;C;0.0;complete;2009-06-29 00:00:00+02:00;193.0;0.0;C20817;;;;;; fine; create;, complete;;, 57;
633;;;;Send Fine;;;complete;2009-06-29 00:00:00+02:00;;;C20817;0.0;;;;; fine; send;, complete;;, nan;
634;;;;Insert Fine Notification;;;complete;2009-06-29 00:00:00+02:00;;;C20817;;P;C;;; fine notification; insert;, complete;;, nan;
635;;0;NIL;Appeal to Judge;;;complete;2009-07-09 00:00:00+02:00;;;C20817;;;;;0.0;; appeal;, complete;;, 0; judge
636;1559.5;;;Add penalty;;;complete;2009-08-28 00:00:00+02:00;;;C20817;;;;;; penalty; add;, complete;;, nan;
637;;;;Payment;;52.0;complete;2010-02-24 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
638;;;;Payment;;104.0;complete;2010-03-22 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
639;;;;Payment;;156.0;complete;2010-04-16 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
640;;;;Payment;;208.0;complete;2010-05-17 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
641;;;;Payment;;260.0;complete;2010-06-21 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
642;;;;Payment;;312.0;complete;2010-07-19 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
643;;;;Payment;;364.0;complete;2010-08-13 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
644;;;;Payment;;416.0;complete;2010-09-16 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
645;;;;Payment;;468.0;complete;2010-10-02 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
646;;;;Payment;;520.0;complete;2010-10-30 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
647;;;;Payment;;572.0;complete;2010-12-03 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
648;;;;Payment;;624.0;complete;2011-01-13 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
649;;;;Payment;;676.0;complete;2011-01-31 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
650;;;;Payment;;728.0;complete;2011-03-16 00:00:00+01:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
651;;;;Payment;;780.0;complete;2011-04-09 00:00:00+02:00;;;C20817;;;;52.0;;; payment;, complete;;, nan;
652;779.0;39;NIL;Create Fine;A;0.0;complete;2010-06-26 00:00:00+02:00;193.0;0.0;C20986;;;;;; fine; create;, complete;;, 39;
653;;;;Send Fine;;;complete;2010-09-09 00:00:00+02:00;;;C20986;13.5;;;;; fine; send;, complete;;, nan;
654;;;;Insert Fine Notification;;;complete;2010-10-01 00:00:00+02:00;;;C20986;;P;P;;; fine notification; insert;, complete;;, nan;
655;1559.5;;;Add penalty;;;complete;2010-11-30 00:00:00+01:00;;;C20986;;;;;; penalty; add;, complete;;, nan;
656;;;;Payment;;50.0;complete;2011-01-20 00:00:00+01:00;;;C20986;;;;50.0;;; payment;, complete;;, nan;
657;;;;Payment;;100.0;complete;2011-02-28 00:00:00+01:00;;;C20986;;;;50.0;;; payment;, complete;;, nan;
658;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;C20986;;;;;; for credit collection; send;, complete;;, nan;
659;779.0;57;NIL;Create Fine;A;0.0;complete;2009-09-13 00:00:00+02:00;193.0;0.0;C21036;;;;;; fine; create;, complete;;, 57;
660;;0;NIL;Appeal to Judge;;;complete;2009-10-08 00:00:00+02:00;;;C21036;;;;;0.0;; appeal;, complete;;, 0; judge
661;;;;Send Fine;;;complete;2010-03-04 00:00:00+01:00;;;C21036;19.1;;;;; fine; send;, complete;;, nan;
662;;;;Payment;;798.1;complete;2010-10-23 00:00:00+02:00;;;C21036;;;;798.1;;; payment;, complete;;, nan;
663;148.0;42;NIL;Create Fine;A;0.0;complete;2009-08-03 00:00:00+02:00;173.0;5.0;C21050;;;;;; fine; create;, complete;;, 42;
664;;;;Send Fine;;;complete;2009-08-03 00:00:00+02:00;;;C21050;0.0;;;;; fine; send;, complete;;, nan;
665;;;;Insert Fine Notification;;;complete;2009-08-03 00:00:00+02:00;;;C21050;;P;C;;; fine notification; insert;, complete;;, nan;
666;297.0;;;Add penalty;;;complete;2009-10-02 00:00:00+02:00;;;C21050;;;;;; penalty; add;, complete;;, nan;
667;;;;Payment;;60.0;complete;2011-10-04 00:00:00+02:00;;;C21050;;;;60.0;;; payment;, complete;;, nan;
668;;;;Payment;;120.0;complete;2011-11-08 00:00:00+01:00;;;C21050;;;;60.0;;; payment;, complete;;, nan;
669;;;;Payment;;180.0;complete;2011-12-09 00:00:00+01:00;;;C21050;;;;60.0;;; payment;, complete;;, nan;
670;;;;Payment;;297.0;complete;2012-01-10 00:00:00+01:00;;;C21050;;;;117.0;;; payment;, complete;;, nan;
671;310.0;52;NIL;Create Fine;A;0.0;complete;2009-12-12 00:00:00+01:00;80.0;0.0;C21281;;;;;; fine; create;, complete;;, 52;
672;;;;Send Fine;;;complete;2009-12-12 00:00:00+01:00;;;C21281;0.0;;;;; fine; send;, complete;;, nan;
673;;;;Insert Fine Notification;;;complete;2009-12-12 00:00:00+01:00;;;C21281;;P;C;;; fine notification; insert;, complete;;, nan;
674;624.0;;;Add penalty;;;complete;2010-02-10 00:00:00+01:00;;;C21281;;;;;; penalty; add;, complete;;, nan;
675;;;;Payment;;100.0;complete;2011-09-01 00:00:00+02:00;;;C21281;;;;100.0;;; payment;, complete;;, nan;
676;;;;Payment;;200.0;complete;2011-10-04 00:00:00+02:00;;;C21281;;;;100.0;;; payment;, complete;;, nan;
677;;;;Payment;;300.0;complete;2011-11-02 00:00:00+01:00;;;C21281;;;;100.0;;; payment;, complete;;, nan;
678;;;;Payment;;400.0;complete;2011-12-06 00:00:00+01:00;;;C21281;;;;100.0;;; payment;, complete;;, nan;
679;;;;Payment;;500.0;complete;2012-01-03 00:00:00+01:00;;;C21281;;;;100.0;;; payment;, complete;;, nan;
680;;;;Payment;;624.0;complete;2012-02-01 00:00:00+01:00;;;C21281;;;;124.0;;; payment;, complete;;, nan;
681;798.0;46;NIL;Create Fine;M;0.0;complete;2011-10-13 00:00:00+02:00;193.0;0.0;C22750;;;;;; fine; create;, complete;;, 46;
682;;;;Send Fine;;;complete;2011-10-13 00:00:00+02:00;;;C22750;0.0;;;;; fine; send;, complete;;, nan;
683;;;;Insert Fine Notification;;;complete;2011-10-14 00:00:00+02:00;;;C22750;;P;;;; fine notification; insert;, complete;;, nan;
684;1597.0;;;Add penalty;;;complete;2011-12-13 00:00:00+01:00;;;C22750;;;;;; penalty; add;, complete;;, nan;
685;;;;Payment;;114.0;complete;2012-01-19 00:00:00+01:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
686;;;;Payment;;228.0;complete;2012-02-20 00:00:00+01:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
687;;;;Payment;;342.0;complete;2012-03-21 00:00:00+01:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
688;;;;Payment;;456.0;complete;2012-04-24 00:00:00+02:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
689;;;;Payment;;570.0;complete;2012-05-22 00:00:00+02:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
690;;;;Payment;;684.0;complete;2012-06-28 00:00:00+02:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
691;;;;Payment;;798.0;complete;2012-07-27 00:00:00+02:00;;;C22750;;;;114.0;;; payment;, complete;;, nan;
692;798.0;49;NIL;Create Fine;M;0.0;complete;2011-12-14 00:00:00+01:00;193.0;0.0;C22811;;;;;; fine; create;, complete;;, 49;
693;;;;Send Fine;;;complete;2011-12-14 00:00:00+01:00;;;C22811;0.0;;;;; fine; send;, complete;;, nan;
694;;;;Insert Fine Notification;;;complete;2011-12-14 00:00:00+01:00;;;C22811;;P;C;;; fine notification; insert;, complete;;, nan;
695;;;;Payment;;100.0;complete;2012-01-24 00:00:00+01:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
696;1597.0;;;Add penalty;;;complete;2012-02-12 00:00:00+01:00;;;C22811;;;;;; penalty; add;, complete;;, nan;
697;;;;Payment;;200.0;complete;2012-02-22 00:00:00+01:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
698;;;;Payment;;300.0;complete;2012-03-09 00:00:00+01:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
699;;;;Payment;;400.0;complete;2012-04-26 00:00:00+02:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
700;;;;Payment;;500.0;complete;2012-05-25 00:00:00+02:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
701;;;;Payment;;600.0;complete;2012-06-22 00:00:00+02:00;;;C22811;;;;100.0;;; payment;, complete;;, nan;
702;;;;Payment;;798.0;complete;2012-07-31 00:00:00+02:00;;;C22811;;;;198.0;;; payment;, complete;;, nan;
703;39.0;49;NIL;Create Fine;A;0.0;complete;2012-07-16 00:00:00+02:00;180.0;0.0;C22966;;;;;; fine; create;, complete;;, 49;
704;;;;Send Fine;;;complete;2012-10-05 00:00:00+02:00;;;C22966;15.0;;;;; fine; send;, complete;;, nan;
705;;;;Insert Date Appeal to Prefecture;;;complete;2012-12-05 00:00:00+01:00;;;C22966;;;;;; date appeal; insert;, complete;;, nan; prefecture
706;;;;Payment;;54.0;complete;2012-12-10 00:00:00+01:00;;;C22966;;;;54.0;;; payment;, complete;;, nan;
707;;;NIL;Send Appeal to Prefecture;;;complete;2013-01-22 00:00:00+01:00;;;C22966;;;;;; appeal; send;, complete;;, nan; prefecture
708;1842.0;40;NIL;Create Fine;A;0.0;complete;2012-11-03 00:00:00+01:00;80.0;0.0;C23364;;;;;; fine; create;, complete;;, 40;
709;;;;Send Fine;;;complete;2012-11-03 00:00:00+01:00;;;C23364;0.0;;;;; fine; send;, complete;;, nan;
710;;;;Insert Fine Notification;;;complete;2012-11-03 00:00:00+01:00;;;C23364;;P;C;;; fine notification; insert;, complete;;, nan;
711;;;;Payment;;152.0;complete;2012-12-03 00:00:00+01:00;;;C23364;;;;152.0;;; payment;, complete;;, nan;
712;3684.5;;;Add penalty;;;complete;2013-01-02 00:00:00+01:00;;;C23364;;;;;; penalty; add;, complete;;, nan;
713;;;;Payment;;304.0;complete;2013-01-08 00:00:00+01:00;;;C23364;;;;152.0;;; payment;, complete;;, nan;
714;;;;Payment;;456.0;complete;2013-02-07 00:00:00+01:00;;;C23364;;;;152.0;;; payment;, complete;;, nan;
715;;;;Payment;;1520.0;complete;2013-02-18 00:00:00+01:00;;;C23364;;;;1064.0;;; payment;, complete;;, nan;
716;;;;Payment;;1842.0;complete;2013-02-19 00:00:00+01:00;;;C23364;;;;322.0;;; payment;, complete;;, nan;
717;398.0;23;NIL;Create Fine;A;0.0;complete;2012-12-07 00:00:00+01:00;180.0;0.0;L2393;;;;;; fine; create;, complete;;, 23;
718;;;;Send Fine;;;complete;2012-12-07 00:00:00+01:00;;;L2393;15.0;;;;; fine; send;, complete;;, nan;
719;;;;Insert Fine Notification;;;complete;2012-12-17 00:00:00+01:00;;;L2393;;P;P;;; fine notification; insert;, complete;;, nan;
720;;;;Payment;;103.25;complete;2013-01-21 00:00:00+01:00;;;L2393;;;;103.25;;; payment;, complete;;, nan;
721;798.0;;;Add penalty;;;complete;2013-02-15 00:00:00+01:00;;;L2393;;;;;; penalty; add;, complete;;, nan;
722;;;;Payment;;206.5;complete;2013-02-28 00:00:00+01:00;;;L2393;;;;103.25;;; payment;, complete;;, nan;
723;;;;Payment;;309.75;complete;2013-03-22 00:00:00+01:00;;;L2393;;;;103.25;;; payment;, complete;;, nan;
724;;;;Payment;;413.0;complete;2013-04-17 00:00:00+02:00;;;L2393;;;;103.25;;; payment;, complete;;, nan;
725;35.0;561;NIL;Create Fine;A;0.0;complete;2006-06-20 00:00:00+02:00;157.0;0.0;N100056;;;;;; fine; create;, complete;;, 561;
726;;;;Send Fine;;;complete;2006-11-03 00:00:00+01:00;;;N100056;22.0;;;;; fine; send;, complete;;, nan;
727;;;;Insert Fine Notification;;;complete;2006-12-03 00:00:00+01:00;;;N100056;;P;P;;; fine notification; insert;, complete;;, nan;
728;71.5;;;Add penalty;;;complete;2007-02-01 00:00:00+01:00;;;N100056;;;;;; penalty; add;, complete;;, nan;
729;;;;Receive Result Appeal from Prefecture;;;complete;2007-04-11 00:00:00+02:00;;;N100056;;;;;; result appeal; receive;, complete; prefecture;, nan;
730;;;;Notify Result Appeal to Offender;;;complete;2007-04-19 00:00:00+02:00;;;N100056;;;;;; result appeal; notify;, complete;;, nan; offender
731;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N100056;;;;;; for credit collection; send;, complete;;, nan;
732;35.0;564;NIL;Create Fine;A;0.0;complete;2006-06-29 00:00:00+02:00;157.0;0.0;N100576;;;;;; fine; create;, complete;;, 564;
733;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N100576;22.0;;;;; fine; send;, complete;;, nan;
734;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N100576;;P;P;;; fine notification; insert;, complete;;, nan;
735;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N100576;;;;;; penalty; add;, complete;;, nan;
736;;;;Insert Date Appeal to Prefecture;;;complete;2007-03-07 00:00:00+01:00;;;N100576;;;;;; date appeal; insert;, complete;;, nan; prefecture
737;;;;Receive Result Appeal from Prefecture;;;complete;2007-10-01 00:00:00+02:00;;;N100576;;;;;; result appeal; receive;, complete; prefecture;, nan;
738;;;;Notify Result Appeal to Offender;;;complete;2007-10-09 00:00:00+02:00;;;N100576;;;;;; result appeal; notify;, complete;;, nan; offender
739;;0;G;Appeal to Judge;;;complete;2007-10-18 00:00:00+02:00;;;N100576;;;;;0.0;; appeal;, complete;;, 0; judge
740;35.0;563;NIL;Create Fine;A;0.0;complete;2006-06-30 00:00:00+02:00;157.0;0.0;N100627;;;;;; fine; create;, complete;;, 563;
741;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N100627;22.0;;;;; fine; send;, complete;;, nan;
742;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N100627;;P;P;;; fine notification; insert;, complete;;, nan;
743;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N100627;;;;;; penalty; add;, complete;;, nan;
744;;;;Insert Date Appeal to Prefecture;;;complete;2007-02-09 00:00:00+01:00;;;N100627;;;;;; date appeal; insert;, complete;;, nan; prefecture
745;;;;Receive Result Appeal from Prefecture;;;complete;2007-07-12 00:00:00+02:00;;;N100627;;;;;; result appeal; receive;, complete; prefecture;, nan;
746;;;;Notify Result Appeal to Offender;;;complete;2007-07-19 00:00:00+02:00;;;N100627;;;;;; result appeal; notify;, complete;;, nan; offender
747;;0;NIL;Appeal to Judge;;;complete;2007-09-07 00:00:00+02:00;;;N100627;;;;;0.0;; appeal;, complete;;, 0; judge
748;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;N100627;;;;;; appeal; send;, complete;;, nan; prefecture
749;35.0;550;NIL;Create Fine;A;0.0;complete;2006-06-30 00:00:00+02:00;157.0;0.0;N101006;;;;;; fine; create;, complete;;, 550;
750;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N101006;22.0;;;;; fine; send;, complete;;, nan;
751;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N101006;;P;P;;; fine notification; insert;, complete;;, nan;
752;;;;Insert Date Appeal to Prefecture;;;complete;2007-01-03 00:00:00+01:00;;;N101006;;;;;; date appeal; insert;, complete;;, nan; prefecture
753;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N101006;;;;;; penalty; add;, complete;;, nan;
754;;;;Receive Result Appeal from Prefecture;;;complete;2007-03-30 00:00:00+02:00;;;N101006;;;;;; result appeal; receive;, complete; prefecture;, nan;
755;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;N101006;;;;;; appeal; send;, complete;;, nan; prefecture
756;35.0;558;NIL;Create Fine;A;0.0;complete;2006-07-27 00:00:00+02:00;157.0;0.0;N102208;;;;;; fine; create;, complete;;, 558;
757;;;;Send Fine;;;complete;2006-12-12 00:00:00+01:00;;;N102208;22.0;;;;; fine; send;, complete;;, nan;
758;;;;Insert Fine Notification;;;complete;2007-01-04 00:00:00+01:00;;;N102208;;P;P;;; fine notification; insert;, complete;;, nan;
759;;;;Insert Date Appeal to Prefecture;;;complete;2007-02-13 00:00:00+01:00;;;N102208;;;;;; date appeal; insert;, complete;;, nan; prefecture
760;71.5;;;Add penalty;;;complete;2007-03-05 00:00:00+01:00;;;N102208;;;;;; penalty; add;, complete;;, nan;
761;;;;Receive Result Appeal from Prefecture;;;complete;2007-06-28 00:00:00+02:00;;;N102208;;;;;; result appeal; receive;, complete; prefecture;, nan;
762;;;;Payment;;92.0;complete;2007-07-13 00:00:00+02:00;;;N102208;;;;92.0;;; payment;, complete;;, nan;
763;35.0;563;NIL;Create Fine;A;0.0;complete;2006-08-01 00:00:00+02:00;157.0;0.0;N102972;;;;;; fine; create;, complete;;, 563;
764;;;;Payment;;33.0;complete;2006-08-02 00:00:00+02:00;;;N102972;;;;33.0;;; payment;, complete;;, nan;
765;;;;Send Fine;;;complete;2006-12-12 00:00:00+01:00;;;N102972;11.0;;;;; fine; send;, complete;;, nan;
766;;;;Insert Fine Notification;;;complete;2006-12-20 00:00:00+01:00;;;N102972;;P;P;;; fine notification; insert;, complete;;, nan;
767;71.5;;;Add penalty;;;complete;2007-02-18 00:00:00+01:00;;;N102972;;;;;; penalty; add;, complete;;, nan;
768;;;;Payment;;35.0;complete;2008-10-16 00:00:00+02:00;;;N102972;;;;2.0;;; payment;, complete;;, nan;
769;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N102972;;;;;; for credit collection; send;, complete;;, nan;
770;31.3;550;NIL;Create Fine;A;0.0;complete;2000-01-31 00:00:00+01:00;157.0;0.0;N22574;;;;;; fine; create;, complete;;, 550;
771;;;;Send Fine;;;complete;2000-03-23 00:00:00+01:00;;;N22574;11.41;;;;; fine; send;, complete;;, nan;
772;;;;Payment;;37.75;complete;2000-04-21 00:00:00+02:00;;;N22574;;;;37.75;;; payment;, complete;;, nan;
773;;;;Insert Fine Notification;;;complete;2000-04-27 00:00:00+02:00;;;N22574;;P;N;;; fine notification; insert;, complete;;, nan;
